1.37533984e+00	1.39488841e+00	1.41485565e+00	1.43524142e+00	1.45604558e+00	1.47726796e+00	1.49890840e+00	1.52096674e+00	1.54344276e+00	1.56633622e+00	1.58964688e+00	1.61337441e+00	1.63751862e+00	1.66207973e+00	1.68705927e+00	1.71246177e+00	1.73829954e+00	1.76460147e+00	1.79143062e+00	1.81891586e+00	1.84730210e+00	1.87701395e+00	1.90869602e+00	1.94311931e+00	1.98078202e+00	2.02117622e+00	2.06227698e+00	2.10139600e+00	2.13731248e+00	2.17086050e+00	2.20335192e+00	2.23559514e+00	2.26795193e+00	2.30056559e+00	2.33349026e+00	2.36674437e+00	2.40033218e+00	2.43425202e+00	2.46849967e+00	2.50306975e+00	2.53795627e+00	2.57315283e+00	2.60865292e+00	2.64445006e+00	2.68053762e+00	2.71690852e+00	2.75355636e+00	2.79047423e+00	2.82765529e+00	2.86509297e+00	2.90278027e+00	2.94071077e+00	2.97887757e+00	3.01727424e+00	3.05589424e+00	3.09473091e+00	3.13377816e+00	3.17302941e+00	3.21247854e+00	3.25211956e+00	3.29194626e+00	3.33195272e+00	3.37213330e+00	3.41248229e+00	3.45299385e+00	3.49366271e+00	3.53448355e+00	3.57545115e+00	3.61656035e+00	3.65780603e+00	3.69918351e+00	3.74068805e+00	3.78231505e+00	3.82406002e+00	3.86591855e+00	3.90788630e+00	3.94995929e+00	3.99213353e+00	4.03440514e+00	4.07677036e+00	4.11922555e+00	4.16176717e+00	4.20439182e+00	4.24709614e+00	4.28987693e+00	4.33273116e+00	4.37565587e+00	4.41864816e+00	4.46170525e+00	4.50482448e+00	4.54800326e+00	4.59123909e+00	4.63452957e+00	4.67787240e+00	4.72126535e+00	4.76470628e+00	4.80819313e+00	4.85172392e+00	4.89529675e+00	4.93890977e+00
1.37533983e+00	1.39488840e+00	1.41485564e+00	1.43524141e+00	1.45604557e+00	1.47726795e+00	1.49890839e+00	1.52096673e+00	1.54344275e+00	1.56633621e+00	1.58964686e+00	1.61337439e+00	1.63751860e+00	1.66207971e+00	1.68705925e+00	1.71246175e+00	1.73829951e+00	1.76460144e+00	1.79143059e+00	1.81891583e+00	1.84730207e+00	1.87701391e+00	1.90869595e+00	1.94311921e+00	1.98078192e+00	2.02117607e+00	2.06227683e+00	2.10139588e+00	2.13731240e+00	2.17086044e+00	2.20335187e+00	2.23559509e+00	2.26795188e+00	2.30056554e+00	2.33349021e+00	2.36674432e+00	2.40033213e+00	2.43425196e+00	2.46849962e+00	2.50306969e+00	2.53795621e+00	2.57315277e+00	2.60865286e+00	2.64445000e+00	2.68053756e+00	2.71690846e+00	2.75355630e+00	2.79047417e+00	2.82765523e+00	2.86509291e+00	2.90278020e+00	2.94071070e+00	2.97887751e+00	3.01727418e+00	3.05589418e+00	3.09473084e+00	3.13377809e+00	3.17302934e+00	3.21247847e+00	3.25211949e+00	3.29194619e+00	3.33195266e+00	3.37213323e+00	3.41248222e+00	3.45299379e+00	3.49366264e+00	3.53448348e+00	3.57545108e+00	3.61656028e+00	3.65780596e+00	3.69918344e+00	3.74068798e+00	3.78231498e+00	3.82405995e+00	3.86591848e+00	3.90788623e+00	3.94995922e+00	3.99213346e+00	4.03440507e+00	4.07677029e+00	4.11922548e+00	4.16176710e+00	4.20439175e+00	4.24709607e+00	4.28987686e+00	4.33273109e+00	4.37565579e+00	4.41864808e+00	4.46170518e+00	4.50482441e+00	4.54800319e+00	4.59123902e+00	4.63452950e+00	4.67787233e+00	4.72126528e+00	4.76470621e+00	4.80819306e+00	4.85172385e+00	4.89529668e+00	4.93890970e+00
1.37533983e+00	1.39488839e+00	1.41485563e+00	1.43524140e+00	1.45604556e+00	1.47726794e+00	1.49890838e+00	1.52096671e+00	1.54344273e+00	1.56633619e+00	1.58964684e+00	1.61337437e+00	1.63751858e+00	1.66207969e+00	1.68705922e+00	1.71246172e+00	1.73829948e+00	1.76460135e+00	1.79143056e+00	1.81891579e+00	1.84730203e+00	1.87701388e+00	1.90869588e+00	1.94311911e+00	1.98078179e+00	2.02117592e+00	2.06227667e+00	2.10139575e+00	2.13731231e+00	2.17086037e+00	2.20335181e+00	2.23559504e+00	2.26795183e+00	2.30056549e+00	2.33349016e+00	2.36674427e+00	2.40033207e+00	2.43425191e+00	2.46849956e+00	2.50306964e+00	2.53795615e+00	2.57315271e+00	2.60865280e+00	2.64444994e+00	2.68053750e+00	2.71690839e+00	2.75355623e+00	2.79047410e+00	2.82765516e+00	2.86509284e+00	2.90278014e+00	2.94071064e+00	2.97887744e+00	3.01727411e+00	3.05589411e+00	3.09473077e+00	3.13377802e+00	3.17302927e+00	3.21247840e+00	3.25211942e+00	3.29194612e+00	3.33195259e+00	3.37213316e+00	3.41248215e+00	3.45299371e+00	3.49366257e+00	3.53448341e+00	3.57545101e+00	3.61656021e+00	3.65780588e+00	3.69918336e+00	3.74068791e+00	3.78231491e+00	3.82405988e+00	3.86591841e+00	3.90788615e+00	3.94995915e+00	3.99213339e+00	4.03440500e+00	4.07677022e+00	4.11922540e+00	4.16176703e+00	4.20439168e+00	4.24709600e+00	4.28987678e+00	4.33273102e+00	4.37565572e+00	4.41864801e+00	4.46170511e+00	4.50482434e+00	4.54800311e+00	4.59123894e+00	4.63452943e+00	4.67787226e+00	4.72126521e+00	4.76470614e+00	4.80819299e+00	4.85172378e+00	4.89529660e+00	4.93890962e+00
1.37533982e+00	1.39488839e+00	1.41485562e+00	1.43524139e+00	1.45604555e+00	1.47726792e+00	1.49890837e+00	1.52096670e+00	1.54344272e+00	1.56633617e+00	1.58964682e+00	1.61337435e+00	1.63751856e+00	1.66207967e+00	1.68705920e+00	1.71246169e+00	1.73829945e+00	1.76460132e+00	1.79143053e+00	1.81891576e+00	1.84730194e+00	1.87701384e+00	1.90869581e+00	1.94311901e+00	1.98078164e+00	2.02117576e+00	2.06227652e+00	2.10139563e+00	2.13731221e+00	2.17086030e+00	2.20335175e+00	2.23559498e+00	2.26795177e+00	2.30056544e+00	2.33349010e+00	2.36674422e+00	2.40033202e+00	2.43425185e+00	2.46849950e+00	2.50306958e+00	2.53795609e+00	2.57315265e+00	2.60865273e+00	2.64444988e+00	2.68053744e+00	2.71690833e+00	2.75355617e+00	2.79047404e+00	2.82765509e+00	2.86509277e+00	2.90278007e+00	2.94071057e+00	2.97887737e+00	3.01727404e+00	3.05589404e+00	3.09473070e+00	3.13377795e+00	3.17302920e+00	3.21247833e+00	3.25211935e+00	3.29194605e+00	3.33195251e+00	3.37213309e+00	3.41248207e+00	3.45299364e+00	3.49366249e+00	3.53448333e+00	3.57545093e+00	3.61656013e+00	3.65780581e+00	3.69918329e+00	3.74068783e+00	3.78231483e+00	3.82405980e+00	3.86591833e+00	3.90788608e+00	3.94995907e+00	3.99213331e+00	4.03440492e+00	4.07677014e+00	4.11922533e+00	4.16176695e+00	4.20439160e+00	4.24709592e+00	4.28987671e+00	4.33273094e+00	4.37565564e+00	4.41864793e+00	4.46170503e+00	4.50482426e+00	4.54800303e+00	4.59123886e+00	4.63452935e+00	4.67787218e+00	4.72126513e+00	4.76470606e+00	4.80819291e+00	4.85172370e+00	4.89529653e+00	4.93890954e+00
1.37533981e+00	1.39488838e+00	1.41485561e+00	1.43524138e+00	1.45604554e+00	1.47726791e+00	1.49890835e+00	1.52096668e+00	1.54344270e+00	1.56633616e+00	1.58964680e+00	1.61337433e+00	1.63751854e+00	1.66207964e+00	1.68705917e+00	1.71246166e+00	1.73829942e+00	1.76460129e+00	1.79143043e+00	1.81891572e+00	1.84730190e+00	1.87701374e+00	1.90869574e+00	1.94311891e+00	1.98078150e+00	2.02117560e+00	2.06227635e+00	2.10139549e+00	2.13731211e+00	2.17086023e+00	2.20335169e+00	2.23559493e+00	2.26795172e+00	2.30056538e+00	2.33349005e+00	2.36674416e+00	2.40033196e+00	2.43425179e+00	2.46849944e+00	2.50306951e+00	2.53795603e+00	2.57315258e+00	2.60865267e+00	2.64444981e+00	2.68053737e+00	2.71690826e+00	2.75355610e+00	2.79047397e+00	2.82765502e+00	2.86509270e+00	2.90278000e+00	2.94071049e+00	2.97887730e+00	3.01727397e+00	3.05589396e+00	3.09473063e+00	3.13377787e+00	3.17302912e+00	3.21247825e+00	3.25211927e+00	3.29194597e+00	3.33195243e+00	3.37213301e+00	3.41248199e+00	3.45299356e+00	3.49366241e+00	3.53448325e+00	3.57545085e+00	3.61656006e+00	3.65780573e+00	3.69918321e+00	3.74068775e+00	3.78231475e+00	3.82405972e+00	3.86591825e+00	3.90788600e+00	3.94995899e+00	3.99213323e+00	4.03440484e+00	4.07677006e+00	4.11922524e+00	4.16176687e+00	4.20439152e+00	4.24709584e+00	4.28987662e+00	4.33273086e+00	4.37565556e+00	4.41864785e+00	4.46170495e+00	4.50482418e+00	4.54800295e+00	4.59123878e+00	4.63452927e+00	4.67787210e+00	4.72126505e+00	4.76470598e+00	4.80819283e+00	4.85172362e+00	4.89529644e+00	4.93890946e+00
1.37533981e+00	1.39488837e+00	1.41485560e+00	1.43524137e+00	1.45604552e+00	1.47726790e+00	1.49890834e+00	1.52096667e+00	1.54344268e+00	1.56633614e+00	1.58964678e+00	1.61337430e+00	1.63751851e+00	1.66207961e+00	1.68705914e+00	1.71246163e+00	1.73829939e+00	1.76460126e+00	1.79143040e+00	1.81891568e+00	1.84730186e+00	1.87701370e+00	1.90869567e+00	1.94311881e+00	1.98078137e+00	2.02117542e+00	2.06227618e+00	2.10139534e+00	2.13731201e+00	2.17086015e+00	2.20335162e+00	2.23559486e+00	2.26795166e+00	2.30056532e+00	2.33348999e+00	2.36674410e+00	2.40033189e+00	2.43425173e+00	2.46849938e+00	2.50306945e+00	2.53795596e+00	2.57315252e+00	2.60865260e+00	2.64444974e+00	2.68053730e+00	2.71690819e+00	2.75355602e+00	2.79047389e+00	2.82765495e+00	2.86509263e+00	2.90277992e+00	2.94071042e+00	2.97887722e+00	3.01727389e+00	3.05589388e+00	3.09473055e+00	3.13377779e+00	3.17302904e+00	3.21247817e+00	3.25211919e+00	3.29194589e+00	3.33195235e+00	3.37213293e+00	3.41248191e+00	3.45299348e+00	3.49366233e+00	3.53448317e+00	3.57545077e+00	3.61655997e+00	3.65780564e+00	3.69918312e+00	3.74068767e+00	3.78231467e+00	3.82405963e+00	3.86591817e+00	3.90788591e+00	3.94995890e+00	3.99213315e+00	4.03440475e+00	4.07676997e+00	4.11922516e+00	4.16176678e+00	4.20439143e+00	4.24709575e+00	4.28987654e+00	4.33273077e+00	4.37565548e+00	4.41864776e+00	4.46170486e+00	4.50482409e+00	4.54800287e+00	4.59123870e+00	4.63452918e+00	4.67787201e+00	4.72126496e+00	4.76470589e+00	4.80819274e+00	4.85172353e+00	4.89529636e+00	4.93890938e+00
1.37533980e+00	1.39488836e+00	1.41485560e+00	1.43524136e+00	1.45604551e+00	1.47726789e+00	1.49890832e+00	1.52096665e+00	1.54344267e+00	1.56633612e+00	1.58964676e+00	1.61337428e+00	1.63751849e+00	1.66207959e+00	1.68705911e+00	1.71246160e+00	1.73829936e+00	1.76460122e+00	1.79143036e+00	1.81891564e+00	1.84730182e+00	1.87701365e+00	1.90869559e+00	1.94311867e+00	1.98078121e+00	2.02117525e+00	2.06227599e+00	2.10139520e+00	2.13731190e+00	2.17086007e+00	2.20335155e+00	2.23559480e+00	2.26795159e+00	2.30056526e+00	2.33348992e+00	2.36674403e+00	2.40033183e+00	2.43425166e+00	2.46849931e+00	2.50306938e+00	2.53795589e+00	2.57315244e+00	2.60865253e+00	2.64444967e+00	2.68053722e+00	2.71690811e+00	2.75355595e+00	2.79047382e+00	2.82765487e+00	2.86509255e+00	2.90277984e+00	2.94071034e+00	2.97887714e+00	3.01727381e+00	3.05589380e+00	3.09473047e+00	3.13377771e+00	3.17302896e+00	3.21247809e+00	3.25211911e+00	3.29194581e+00	3.33195227e+00	3.37213284e+00	3.41248183e+00	3.45299339e+00	3.49366224e+00	3.53448308e+00	3.57545068e+00	3.61655988e+00	3.65780556e+00	3.69918304e+00	3.74068758e+00	3.78231458e+00	3.82405955e+00	3.86591808e+00	3.90788582e+00	3.94995882e+00	3.99213306e+00	4.03440467e+00	4.07676989e+00	4.11922507e+00	4.16176670e+00	4.20439134e+00	4.24709566e+00	4.28987645e+00	4.33273069e+00	4.37565539e+00	4.41864768e+00	4.46170477e+00	4.50482400e+00	4.54800278e+00	4.59123861e+00	4.63452909e+00	4.67787192e+00	4.72126487e+00	4.76470580e+00	4.80819265e+00	4.85172344e+00	4.89529627e+00	4.93890929e+00
1.37533979e+00	1.39488835e+00	1.41485559e+00	1.43524135e+00	1.45604550e+00	1.47726787e+00	1.49890831e+00	1.52096663e+00	1.54344265e+00	1.56633610e+00	1.58964674e+00	1.61337426e+00	1.63751846e+00	1.66207956e+00	1.68705908e+00	1.71246157e+00	1.73829932e+00	1.76460118e+00	1.79143032e+00	1.81891560e+00	1.84730177e+00	1.87701355e+00	1.90869548e+00	1.94311856e+00	1.98078107e+00	2.02117506e+00	2.06227580e+00	2.10139504e+00	2.13731178e+00	2.17085998e+00	2.20335148e+00	2.23559474e+00	2.26795153e+00	2.30056520e+00	2.33348986e+00	2.36674397e+00	2.40033176e+00	2.43425159e+00	2.46849924e+00	2.50306931e+00	2.53795582e+00	2.57315237e+00	2.60865245e+00	2.64444959e+00	2.68053714e+00	2.71690803e+00	2.75355587e+00	2.79047374e+00	2.82765479e+00	2.86509247e+00	2.90277976e+00	2.94071025e+00	2.97887706e+00	3.01727372e+00	3.05589371e+00	3.09473038e+00	3.13377762e+00	3.17302887e+00	3.21247800e+00	3.25211902e+00	3.29194572e+00	3.33195218e+00	3.37213275e+00	3.41248174e+00	3.45299330e+00	3.49366215e+00	3.53448299e+00	3.57545059e+00	3.61655979e+00	3.65780547e+00	3.69918294e+00	3.74068749e+00	3.78231449e+00	3.82405945e+00	3.86591798e+00	3.90788573e+00	3.94995872e+00	3.99213296e+00	4.03440457e+00	4.07676979e+00	4.11922498e+00	4.16176660e+00	4.20439125e+00	4.24709557e+00	4.28987636e+00	4.33273059e+00	4.37565529e+00	4.41864758e+00	4.46170468e+00	4.50482391e+00	4.54800268e+00	4.59123851e+00	4.63452900e+00	4.67787183e+00	4.72126478e+00	4.76470571e+00	4.80819256e+00	4.85172335e+00	4.89529618e+00	4.93890919e+00
1.37533978e+00	1.39488834e+00	1.41485557e+00	1.43524134e+00	1.45604549e+00	1.47726786e+00	1.49890829e+00	1.52096662e+00	1.54344263e+00	1.56633607e+00	1.58964671e+00	1.61337423e+00	1.63751843e+00	1.66207953e+00	1.68705905e+00	1.71246154e+00	1.73829929e+00	1.76460115e+00	1.79143028e+00	1.81891556e+00	1.84730173e+00	1.87701350e+00	1.90869540e+00	1.94311845e+00	1.98078090e+00	2.02117486e+00	2.06227561e+00	2.10139488e+00	2.13731167e+00	2.17085989e+00	2.20335141e+00	2.23559467e+00	2.26795146e+00	2.30056513e+00	2.33348979e+00	2.36674390e+00	2.40033169e+00	2.43425152e+00	2.46849917e+00	2.50306923e+00	2.53795574e+00	2.57315229e+00	2.60865237e+00	2.64444951e+00	2.68053706e+00	2.71690795e+00	2.75355578e+00	2.79047365e+00	2.82765470e+00	2.86509238e+00	2.90277967e+00	2.94071017e+00	2.97887697e+00	3.01727363e+00	3.05589362e+00	3.09473029e+00	3.13377753e+00	3.17302878e+00	3.21247791e+00	3.25211892e+00	3.29194562e+00	3.33195208e+00	3.37213266e+00	3.41248164e+00	3.45299321e+00	3.49366206e+00	3.53448290e+00	3.57545050e+00	3.61655970e+00	3.65780537e+00	3.69918285e+00	3.74068739e+00	3.78231439e+00	3.82405936e+00	3.86591789e+00	3.90788563e+00	3.94995863e+00	3.99213287e+00	4.03440448e+00	4.07676969e+00	4.11922488e+00	4.16176650e+00	4.20439115e+00	4.24709547e+00	4.28987626e+00	4.33273049e+00	4.37565519e+00	4.41864748e+00	4.46170458e+00	4.50482381e+00	4.54800259e+00	4.59123841e+00	4.63452890e+00	4.67787173e+00	4.72126468e+00	4.76470561e+00	4.80819246e+00	4.85172325e+00	4.89529608e+00	4.93890909e+00
1.37533977e+00	1.39488833e+00	1.41485556e+00	1.43524132e+00	1.45604547e+00	1.47726784e+00	1.49890828e+00	1.52096660e+00	1.54344261e+00	1.56633605e+00	1.58964669e+00	1.61337420e+00	1.63751841e+00	1.66207950e+00	1.68705902e+00	1.71246150e+00	1.73829925e+00	1.76460110e+00	1.79143024e+00	1.81891551e+00	1.84730168e+00	1.87701345e+00	1.90869529e+00	1.94311831e+00	1.98078073e+00	2.02117464e+00	2.06227540e+00	2.10139470e+00	2.13731154e+00	2.17085980e+00	2.20335133e+00	2.23559459e+00	2.26795139e+00	2.30056506e+00	2.33348972e+00	2.36674382e+00	2.40033161e+00	2.43425144e+00	2.46849909e+00	2.50306915e+00	2.53795566e+00	2.57315221e+00	2.60865229e+00	2.64444943e+00	2.68053698e+00	2.71690787e+00	2.75355570e+00	2.79047356e+00	2.82765461e+00	2.86509229e+00	2.90277958e+00	2.94071007e+00	2.97887687e+00	3.01727354e+00	3.05589353e+00	3.09473019e+00	3.13377744e+00	3.17302868e+00	3.21247781e+00	3.25211883e+00	3.29194553e+00	3.33195199e+00	3.37213256e+00	3.41248154e+00	3.45299311e+00	3.49366196e+00	3.53448280e+00	3.57545040e+00	3.61655960e+00	3.65780527e+00	3.69918275e+00	3.74068729e+00	3.78231429e+00	3.82405926e+00	3.86591779e+00	3.90788553e+00	3.94995852e+00	3.99213276e+00	4.03440437e+00	4.07676959e+00	4.11922478e+00	4.16176640e+00	4.20439105e+00	4.24709537e+00	4.28987616e+00	4.33273039e+00	4.37565509e+00	4.41864738e+00	4.46170448e+00	4.50482371e+00	4.54800248e+00	4.59123831e+00	4.63452880e+00	4.67787163e+00	4.72126458e+00	4.76470551e+00	4.80819236e+00	4.85172315e+00	4.89529597e+00	4.93890899e+00
